chemin du ficher,nom du paquet,nom de la classe,NOC,WMC,CBO,CC,RFC
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\category\SlidingCategoryDataset.java,src.main.java.org.jfree.data.category,SlidingCategoryDataset.java,0,2,8,37.0,25.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYDotRenderer.java,src.main.java.org.jfree.chart.renderer.xy,XYDotRenderer.java,0,4,27,38.0,25.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\statistics\HistogramDatasetTest.java,src.test.java.org.jfree.data.statistics,HistogramDatasetTest.java,0,11,9,14.0,25.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\title\CompositeTitleTest.java,src.test.java.org.jfree.chart.title,CompositeTitleTest.java,0,5,11,8.0,24.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\RendererUtilsTest.java,src.test.java.org.jfree.chart.renderer,RendererUtilsTest.java,0,7,9,17.0,24.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\dial\StandardDialScaleTest.java,src.test.java.org.jfree.chart.plot.dial,StandardDialScaleTest.java,0,6,11,9.0,24.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\urls\CustomXYURLGeneratorTest.java,src.test.java.org.jfree.chart.urls,CustomXYURLGeneratorTest.java,0,5,7,11.0,24.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\urls\CustomCategoryURLGeneratorTest.java,src.test.java.org.jfree.chart.urls,CustomCategoryURLGeneratorTest.java,0,5,7,11.0,24.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\category\AreaRendererTest.java,src.test.java.org.jfree.chart.renderer.category,AreaRendererTest.java,0,6,17,8.0,24.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\xy\XYShapeRendererTest.java,src.test.java.org.jfree.chart.renderer.xy,XYShapeRendererTest.java,0,5,13,10.0,24.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\xy\XYBubbleRendererTest.java,src.test.java.org.jfree.chart.renderer.xy,XYBubbleRendererTest.java,0,6,14,9.0,24.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\TestUtils.java,src.test.java.org.jfree.chart,TestUtils.java,0,0,3,12.0,24.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\entity\ChartEntity.java,src.main.java.org.jfree.chart.entity,ChartEntity.java,12,3,7,53.0,24.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\ClusteredXYBarRenderer.java,src.main.java.org.jfree.chart.renderer.xy,ClusteredXYBarRenderer.java,0,1,28,52.0,24.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer2.java,src.main.java.org.jfree.chart.renderer.xy,StackedXYAreaRenderer2.java,0,2,29,58.0,24.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\compass\PointerNeedle.java,src.main.java.org.jfree.chart.plot.compass,PointerNeedle.java,0,0,5,21.0,24.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\StackedXYBarRenderer.java,src.main.java.org.jfree.chart.renderer.xy,StackedXYBarRenderer.java,0,2,31,54.0,24.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\KeyedObjects.java,src.main.java.org.jfree.data,KeyedObjects.java,0,6,6,40.0,24.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\DefaultXYZDataset.java,src.main.java.org.jfree.data.xy,DefaultXYZDataset.java,0,2,11,68.0,24.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\annotations\XYLineAnnotationTest.java,src.test.java.org.jfree.chart.annotations,XYLineAnnotationTest.java,0,7,5,7.0,23.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\LineChartTest.java,src.test.java.org.jfree.chart,LineChartTest.java,0,6,19,10.0,23.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\labels\StandardXYItemLabelGeneratorTest.java,src.test.java.org.jfree.chart.labels,StandardXYItemLabelGeneratorTest.java,0,5,6,8.0,23.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\StackedBarChartTest.java,src.test.java.org.jfree.chart,StackedBarChartTest.java,0,6,20,10.0,23.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\BarChartTest.java,src.test.java.org.jfree.chart,BarChartTest.java,0,6,20,10.0,23.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\DeviationStepRenderer.java,src.main.java.org.jfree.chart.renderer.xy,DeviationStepRenderer.java,0,1,24,49.0,23.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\AreaChartTest.java,src.test.java.org.jfree.chart,AreaChartTest.java,0,6,20,10.0,23.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\gantt\SlidingGanttCategoryDataset.java,src.main.java.org.jfree.data.gantt,SlidingGanttCategoryDataset.java,0,2,9,65.0,23.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\util\StandardGradientPaintTransformer.java,src.main.java.org.jfree.chart.util,StandardGradientPaintTransformer.java,0,0,4,39.0,23.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\IntervalXYDelegate.java,src.main.java.org.jfree.data.xy,IntervalXYDelegate.java,0,4,16,50.0,23.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\time\Year.java,src.main.java.org.jfree.data.time,Year.java,0,1,5,36.0,23.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYErrorRenderer.java,src.main.java.org.jfree.chart.renderer.xy,XYErrorRenderer.java,0,6,23,44.0,23.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\StackedAreaChartTest.java,src.test.java.org.jfree.chart,StackedAreaChartTest.java,0,6,21,10.0,23.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\labels\StandardPieToolTipGeneratorTest.java,src.test.java.org.jfree.chart.labels,StandardPieToolTipGeneratorTest.java,0,5,6,8.0,23.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\category\IntervalBarRendererTest.java,src.test.java.org.jfree.chart.renderer.category,IntervalBarRendererTest.java,0,7,19,8.0,22.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\xy\DefaultXYDatasetTest.java,src.test.java.org.jfree.data.xy,DefaultXYDatasetTest.java,0,7,9,13.0,22.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\xy\XYStepRendererTest.java,src.test.java.org.jfree.chart.renderer.xy,XYStepRendererTest.java,0,7,16,8.0,22.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\xy\DefaultXYZDatasetTest.java,src.test.java.org.jfree.data.xy,DefaultXYZDatasetTest.java,0,7,9,13.0,22.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\imagemap\ImageMapUtils.java,src.main.java.org.jfree.chart.imagemap,ImageMapUtils.java,0,0,12,36.0,22.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\block\BlockContainer.java,src.main.java.org.jfree.chart.block,BlockContainer.java,1,5,15,27.0,22.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\statistics\Statistics.java,src.main.java.org.jfree.data.statistics,Statistics.java,0,0,4,54.0,22.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\DeviationRenderer.java,src.main.java.org.jfree.chart.renderer.xy,DeviationRenderer.java,1,3,25,42.0,22.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\general\DefaultPieDatasetTest.java,src.test.java.org.jfree.data.general,DefaultPieDatasetTest.java,0,7,9,12.0,22.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\DefaultXYDataset.java,src.main.java.org.jfree.data.xy,DefaultXYDataset.java,0,2,11,60.0,22.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\VectorSeriesCollection.java,src.main.java.org.jfree.data.xy,VectorSeriesCollection.java,0,2,15,32.0,22.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultChartEditor.java,src.main.java.org.jfree.chart.swing.editor,DefaultChartEditor.java,0,2,11,18.0,22.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\labels\AbstractXYItemLabelGenerator.java,src.main.java.org.jfree.chart.labels,AbstractXYItemLabelGenerator.java,5,0,8,79.0,21.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\date\SpreadsheetDate.java,src.main.java.org.jfree.chart.date,SpreadsheetDate.java,0,0,8,71.0,21.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\block\BorderArrangement.java,src.main.java.org.jfree.chart.block,BorderArrangement.java,0,2,9,84.0,21.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\xy\XYBoxAndWhiskerRendererTest.java,src.test.java.org.jfree.chart.renderer.xy,XYBoxAndWhiskerRendererTest.java,0,6,15,11.0,21.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\axis\LogarithmicAxisTest.java,src.test.java.org.jfree.chart.axis,LogarithmicAxisTest.java,0,6,9,19.0,21.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\labels\StandardPieSectionLabelGeneratorTest.java,src.test.java.org.jfree.chart.labels,StandardPieSectionLabelGeneratorTest.java,0,5,6,7.0,21.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\axis\ValueAxisTest.java,src.test.java.org.jfree.chart.axis,ValueAxisTest.java,0,4,24,7.0,21.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\DefaultDrawingSupplier.java,src.main.java.org.jfree.chart.plot,DefaultDrawingSupplier.java,0,0,8,40.0,21.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\block\ColumnArrangement.java,src.main.java.org.jfree.chart.block,ColumnArrangement.java,0,2,10,47.0,21.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\block\LabelBlock.java,src.main.java.org.jfree.chart.block,LabelBlock.java,0,7,20,32.0,21.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\flow\DefaultFlowDatasetTest.java,src.test.java.org.jfree.data.flow,DefaultFlowDatasetTest.java,0,6,7,9.0,20.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\annotations\XYImageAnnotationTest.java,src.test.java.org.jfree.chart.annotations,XYImageAnnotationTest.java,0,5,5,7.0,20.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\category\StackedAreaRendererTest.java,src.test.java.org.jfree.chart.renderer.category,StackedAreaRendererTest.java,0,6,12,8.0,20.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\LookupPaintScaleTest.java,src.test.java.org.jfree.chart.renderer,LookupPaintScaleTest.java,0,6,5,11.0,20.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\time\MovingAverage.java,src.main.java.org.jfree.data.time,MovingAverage.java,0,0,13,44.0,20.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\axis\MarkerAxisBand.java,src.main.java.org.jfree.chart.axis,MarkerAxisBand.java,0,2,10,21.0,20.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\WindItemRenderer.java,src.main.java.org.jfree.chart.renderer.xy,WindItemRenderer.java,0,1,20,19.0,20.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\annotations\XYDataImageAnnotation.java,src.main.java.org.jfree.chart.annotations,XYDataImageAnnotation.java,0,1,18,38.0,20.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\annotations\XYPolygonAnnotation.java,src.main.java.org.jfree.chart.annotations,XYPolygonAnnotation.java,0,1,19,31.0,20.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\category\ScatterRendererTest.java,src.test.java.org.jfree.chart.renderer.category,ScatterRendererTest.java,0,6,12,12.0,20.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\category\StackedBarRendererTest.java,src.test.java.org.jfree.chart.renderer.category,StackedBarRendererTest.java,0,6,12,8.0,20.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\ChartRenderingInfoTest.java,src.test.java.org.jfree.chart,ChartRenderingInfoTest.java,0,4,8,8.0,20.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\category\MinMaxCategoryRendererTest.java,src.test.java.org.jfree.chart.renderer.category,MinMaxCategoryRendererTest.java,0,6,14,7.0,20.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\StandardDialFrame.java,src.main.java.org.jfree.chart.plot.dial,StandardDialFrame.java,0,5,13,42.0,20.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\PlotRenderingInfo.java,src.main.java.org.jfree.chart.plot,PlotRenderingInfo.java,0,3,7,27.0,20.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\DefaultDrawingSupplierTest.java,src.test.java.org.jfree.chart.plot,DefaultDrawingSupplierTest.java,0,3,5,8.0,20.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\XYIntervalSeriesCollection.java,src.main.java.org.jfree.data.xy,XYIntervalSeriesCollection.java,0,4,19,33.0,20.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\category\WaterfallBarRendererTest.java,src.test.java.org.jfree.chart.renderer.category,WaterfallBarRendererTest.java,0,7,11,18.0,20.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\category\GroupedStackedBarRendererTest.java,src.test.java.org.jfree.chart.renderer.category,GroupedStackedBarRendererTest.java,0,6,20,8.0,20.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\XYBarChartTest.java,src.test.java.org.jfree.chart,XYBarChartTest.java,0,5,21,9.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\YIntervalSeriesCollection.java,src.main.java.org.jfree.data.xy,YIntervalSeriesCollection.java,0,4,14,29.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\xy\XYStepAreaRendererTest.java,src.test.java.org.jfree.chart.renderer.xy,XYStepAreaRendererTest.java,0,6,18,8.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\XYDataItem.java,src.main.java.org.jfree.data.xy,XYDataItem.java,0,2,5,18.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\labels\StandardCategoryItemLabelGeneratorTest.java,src.test.java.org.jfree.chart.labels,StandardCategoryItemLabelGeneratorTest.java,0,7,12,10.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\XYDatasetTableModel.java,src.main.java.org.jfree.data.xy,XYDatasetTableModel.java,0,3,14,26.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\XYAreaChartTest.java,src.test.java.org.jfree.chart,XYAreaChartTest.java,0,5,19,10.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\text\TextFragment.java,src.main.java.org.jfree.chart.text,TextFragment.java,0,1,7,22.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultNumberAxisEditor.java,src.main.java.org.jfree.chart.swing.editor,DefaultNumberAxisEditor.java,0,5,11,16.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\ChartRenderingInfo.java,src.main.java.org.jfree.chart,ChartRenderingInfo.java,0,3,7,31.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\category\LayeredBarRendererTest.java,src.test.java.org.jfree.chart.renderer.category,LayeredBarRendererTest.java,0,6,18,7.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\xy\XYDifferenceRendererTest.java,src.test.java.org.jfree.chart.renderer.xy,XYDifferenceRendererTest.java,0,6,14,24.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\StandardDialRange.java,src.main.java.org.jfree.chart.plot.dial,StandardDialRange.java,0,8,14,35.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\KeyToGroupMapTest.java,src.test.java.org.jfree.data,KeyToGroupMapTest.java,0,8,4,11.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\XYLineChartTest.java,src.test.java.org.jfree.chart,XYLineChartTest.java,0,5,19,9.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\XYStepChartTest.java,src.test.java.org.jfree.chart,XYStepChartTest.java,0,5,19,9.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\urls\CustomPieURLGenerator.java,src.main.java.org.jfree.chart.urls,CustomPieURLGenerator.java,0,1,8,26.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\xy\HighLowRendererTest.java,src.test.java.org.jfree.chart.renderer.xy,HighLowRendererTest.java,0,6,12,9.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\ScatterPlotTest.java,src.test.java.org.jfree.chart,ScatterPlotTest.java,0,5,19,9.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\TimeSeriesChartTest.java,src.test.java.org.jfree.chart,TimeSeriesChartTest.java,0,5,19,9.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\XYStepAreaChartTest.java,src.test.java.org.jfree.chart,XYStepAreaChartTest.java,0,5,19,9.0,19.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\ComparableObjectSeriesTest.java,src.test.java.org.jfree.data,ComparableObjectSeriesTest.java,0,6,8,10.0,18.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\MatrixSeriesCollection.java,src.main.java.org.jfree.data.xy,MatrixSeriesCollection.java,0,4,12,32.0,18.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\xy\XIntervalSeriesCollectionTest.java,src.test.java.org.jfree.data.xy,XIntervalSeriesCollectionTest.java,0,6,11,11.0,18.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\labels\IntervalCategoryToolTipGeneratorTest.java,src.test.java.org.jfree.chart.labels,IntervalCategoryToolTipGeneratorTest.java,0,6,7,7.0,18.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYBubbleRenderer.java,src.main.java.org.jfree.chart.renderer.xy,XYBubbleRenderer.java,0,1,25,43.0,18.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\general\AbstractDataset.java,src.main.java.org.jfree.data.general,AbstractDataset.java,15,4,4,41.0,18.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\DialCap.java,src.main.java.org.jfree.chart.plot.dial,DialCap.java,0,5,13,29.0,18.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\compass\MeterNeedle.java,src.main.java.org.jfree.chart.plot.compass,MeterNeedle.java,8,10,6,36.0,18.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\MatrixSeries.java,src.main.java.org.jfree.data.xy,MatrixSeries.java,1,2,3,27.0,18.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\annotations\XYImageAnnotation.java,src.main.java.org.jfree.chart.annotations,XYImageAnnotation.java,0,1,18,30.0,18.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\statistics\RegressionTest.java,src.test.java.org.jfree.data.statistics,RegressionTest.java,0,8,8,10.0,18.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\legend\PaintScaleLegendTest.java,src.test.java.org.jfree.chart.legend,PaintScaleLegendTest.java,0,4,10,7.0,18.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\dial\DialCapTest.java,src.test.java.org.jfree.chart.plot.dial,DialCapTest.java,0,4,8,7.0,18.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\legend\LegendGraphicTest.java,src.test.java.org.jfree.chart.legend,LegendGraphicTest.java,0,5,8,15.0,18.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\entity\StandardEntityCollection.java,src.main.java.org.jfree.chart.entity,StandardEntityCollection.java,0,3,5,18.0,18.0
