chemin du ficher,nom du paquet,nom de la classe,NOC,WMC,CBO,CC,RFC
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\swing\SelectionZoomStrategy.java,src.main.java.org.jfree.chart.swing,SelectionZoomStrategy.java,1,0,2,16.0,11.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,src.main.java.org.jfree.chart.labels,StandardPieSectionLabelGenerator.java,0,1,6,31.0,11.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\json\impl\JSONArray.java,src.main.java.org.jfree.data.json.impl,JSONArray.java,0,1,5,17.0,11.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\text\AttributedStringUtils.java,src.main.java.org.jfree.chart.text,AttributedStringUtils.java,0,0,2,16.0,11.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\XYItemKey.java,src.main.java.org.jfree.data.xy,XYItemKey.java,0,0,6,14.0,11.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\urls\StandardCategoryURLGenerator.java,src.main.java.org.jfree.chart.urls,StandardCategoryURLGenerator.java,0,0,7,13.0,11.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\encoders\SunJPEGEncoderAdapter.java,src.main.java.org.jfree.chart.encoders,SunJPEGEncoderAdapter.java,0,3,4,16.0,11.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\CrosshairTest.java,src.test.java.org.jfree.chart.plot,CrosshairTest.java,0,5,8,8.0,11.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\KeyedObjectTest.java,src.test.java.org.jfree.data,KeyedObjectTest.java,0,4,8,8.0,11.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\labels\CustomXYToolTipGenerator.java,src.main.java.org.jfree.chart.labels,CustomXYToolTipGenerator.java,0,1,6,23.0,11.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\annotations\XYTextAnnotationTest.java,src.test.java.org.jfree.chart.annotations,XYTextAnnotationTest.java,0,5,9,9.0,11.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\StandardChartThemeTest.java,src.test.java.org.jfree.chart,StandardChartThemeTest.java,0,3,18,8.0,11.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\internal\HashUtils.java,src.main.java.org.jfree.chart.internal,HashUtils.java,0,0,1,13.0,11.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\CategoryCrosshairState.java,src.main.java.org.jfree.chart.plot,CategoryCrosshairState.java,0,4,8,18.0,11.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\xy\XIntervalDataItemTest.java,src.test.java.org.jfree.data.xy,XIntervalDataItemTest.java,0,4,6,9.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\xy\YIntervalDataItemTest.java,src.test.java.org.jfree.data.xy,YIntervalDataItemTest.java,0,4,7,9.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\pie\PiePlotState.java,src.main.java.org.jfree.chart.plot.pie,PiePlotState.java,0,10,6,8.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\axis\AxisTest.java,src.test.java.org.jfree.chart.axis,AxisTest.java,0,4,7,6.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\axis\ExtendedCategoryAxis.java,src.main.java.org.jfree.chart.axis,ExtendedCategoryAxis.java,0,3,12,31.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\urls\TimeSeriesURLGenerator.java,src.main.java.org.jfree.chart.urls,TimeSeriesURLGenerator.java,0,0,8,22.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\annotations\AbstractXYAnnotation.java,src.main.java.org.jfree.chart.annotations,AbstractXYAnnotation.java,9,2,13,24.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\dial\AbstractDialLayerTest.java,src.test.java.org.jfree.chart.plot.dial,AbstractDialLayerTest.java,0,3,9,7.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\axis\PeriodAxisLabelInfoTest.java,src.test.java.org.jfree.chart.axis,PeriodAxisLabelInfoTest.java,0,5,9,10.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\KeyedValuesItemKey.java,src.main.java.org.jfree.data,KeyedValuesItemKey.java,0,0,7,10.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\LegendItemCollectionTest.java,src.test.java.org.jfree.chart,LegendItemCollectionTest.java,0,3,5,7.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\axis\CategoryLabelPositions.java,src.main.java.org.jfree.chart.axis,CategoryLabelPositions.java,0,0,12,25.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\annotations\XYTitleAnnotationTest.java,src.test.java.org.jfree.chart.annotations,XYTitleAnnotationTest.java,0,5,19,7.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\flow\FlowDatasetUtils.java,src.main.java.org.jfree.data.flow,FlowDatasetUtils.java,0,0,9,40.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\time\TimePeriodValue.java,src.main.java.org.jfree.data.time,TimePeriodValue.java,0,1,4,15.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\compass\WindNeedle.java,src.main.java.org.jfree.chart.plot.compass,WindNeedle.java,0,0,4,15.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\DefaultKeyedValueTest.java,src.test.java.org.jfree.data,DefaultKeyedValueTest.java,0,5,7,10.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\compass\PlumNeedle.java,src.main.java.org.jfree.chart.plot.compass,PlumNeedle.java,0,0,5,17.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\time\TimeSeriesTableModel.java,src.main.java.org.jfree.data.time,TimeSeriesTableModel.java,0,2,8,30.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\time\TimeSeriesDataItem.java,src.main.java.org.jfree.data.time,TimeSeriesDataItem.java,0,1,17,12.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\general\HeatMapDataset.java,src.main.java.org.jfree.data.general,HeatMapDataset.java,1,0,3,13.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\labels\AbstractPieItemLabelGenerator.java,src.main.java.org.jfree.chart.labels,AbstractPieItemLabelGenerator.java,2,0,7,41.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\statistics\SimpleHistogramBinTest.java,src.test.java.org.jfree.data.statistics,SimpleHistogramBinTest.java,0,5,6,10.0,10.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\gantt\Task.java,src.main.java.org.jfree.data.gantt,Task.java,0,6,5,17.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\compass\ShipNeedleTest.java,src.test.java.org.jfree.chart.plot.compass,ShipNeedleTest.java,0,3,4,7.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\swing\PolarChartPanel.java,src.main.java.org.jfree.chart.swing,PolarChartPanel.java,0,2,6,28.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\compass\LongNeedleTest.java,src.test.java.org.jfree.chart.plot.compass,LongNeedleTest.java,0,3,4,7.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\legend\LegendItemCollection.java,src.main.java.org.jfree.chart.legend,LegendItemCollection.java,0,2,3,11.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\annotations\CategoryPointerAnnotationTest.java,src.test.java.org.jfree.chart.annotations,CategoryPointerAnnotationTest.java,0,5,6,7.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\compass\LineNeedleTest.java,src.test.java.org.jfree.chart.plot.compass,LineNeedleTest.java,0,3,4,7.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\compass\LineNeedle.java,src.main.java.org.jfree.chart.plot.compass,LineNeedle.java,0,0,3,15.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\compass\WindNeedleTest.java,src.test.java.org.jfree.chart.plot.compass,WindNeedleTest.java,0,3,4,7.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\time\TimePeriodValueTest.java,src.test.java.org.jfree.data.time,TimePeriodValueTest.java,0,4,7,7.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\annotations\XYPolygonAnnotationTest.java,src.test.java.org.jfree.chart.annotations,XYPolygonAnnotationTest.java,0,5,5,7.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\compass\PinNeedleTest.java,src.test.java.org.jfree.chart.plot.compass,PinNeedleTest.java,0,3,4,7.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\labels\CustomXYItemLabelGeneratorTest.java,src.test.java.org.jfree.chart.labels,CustomXYItemLabelGeneratorTest.java,0,3,8,7.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\annotations\XYPointerAnnotationTest.java,src.test.java.org.jfree.chart.annotations,XYPointerAnnotationTest.java,0,5,5,7.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\statistics\MeanAndStandardDeviation.java,src.main.java.org.jfree.data.statistics,MeanAndStandardDeviation.java,0,0,6,12.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\compass\MiddlePinNeedleTest.java,src.test.java.org.jfree.chart.plot.compass,MiddlePinNeedleTest.java,0,3,6,7.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\labels\StandardXYItemLabelGenerator.java,src.main.java.org.jfree.chart.labels,StandardXYItemLabelGenerator.java,0,0,6,42.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\renderer\GrayPaintScale.java,src.main.java.org.jfree.chart.renderer,GrayPaintScale.java,0,0,4,27.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xml\RootHandler.java,src.main.java.org.jfree.data.xml,RootHandler.java,2,2,3,10.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\annotations\XYShapeAnnotationTest.java,src.test.java.org.jfree.chart.annotations,XYShapeAnnotationTest.java,0,5,5,7.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\statistics\HistogramBin.java,src.main.java.org.jfree.data.statistics,HistogramBin.java,0,1,3,12.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\axis\CategoryLabelPositionTest.java,src.test.java.org.jfree.chart.axis,CategoryLabelPositionTest.java,0,3,9,7.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xml\ValueHandler.java,src.main.java.org.jfree.data.xml,ValueHandler.java,0,3,6,13.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\axis\AxisCollection.java,src.main.java.org.jfree.chart.axis,AxisCollection.java,0,1,4,13.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\DefaultKeyedValue.java,src.main.java.org.jfree.data,DefaultKeyedValue.java,0,0,7,12.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\axis\MonthDateFormat.java,src.main.java.org.jfree.chart.axis,MonthDateFormat.java,0,0,4,38.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\compass\PlumNeedleTest.java,src.test.java.org.jfree.chart.plot.compass,PlumNeedleTest.java,0,3,4,7.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\title\TitleTest.java,src.test.java.org.jfree.chart.title,TitleTest.java,0,2,6,7.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\annotations\TextAnnotationTest.java,src.test.java.org.jfree.chart.annotations,TextAnnotationTest.java,0,5,8,11.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\compass\PointerNeedleTest.java,src.test.java.org.jfree.chart.plot.compass,PointerNeedleTest.java,0,3,4,7.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\annotations\CategoryTextAnnotationTest.java,src.test.java.org.jfree.chart.annotations,CategoryTextAnnotationTest.java,0,5,9,7.0,9.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\PieChartTest.java,src.test.java.org.jfree.chart,PieChartTest.java,0,3,10,9.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\dial\DialTextAnnotationTest.java,src.test.java.org.jfree.chart.plot.dial,DialTextAnnotationTest.java,0,4,11,8.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\flow\FlowKey.java,src.main.java.org.jfree.data.flow,FlowKey.java,0,0,3,25.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\StrokeChooserPanel.java,src.main.java.org.jfree.chart.swing.editor,StrokeChooserPanel.java,0,0,2,8.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\labels\BoxAndWhiskerXYToolTipGenerator.java,src.main.java.org.jfree.chart.labels,BoxAndWhiskerXYToolTipGenerator.java,0,0,8,27.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\title\ShortTextTitleTest.java,src.test.java.org.jfree.chart.title,ShortTextTitleTest.java,0,4,8,7.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xml\DatasetReader.java,src.main.java.org.jfree.data.xml,DatasetReader.java,0,0,7,13.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\function\NormalDistributionFunction2DTest.java,src.test.java.org.jfree.data.function,NormalDistributionFunction2DTest.java,0,4,4,8.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\ComparableObjectItem.java,src.main.java.org.jfree.data,ComparableObjectItem.java,5,0,4,14.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\OutlierTest.java,src.test.java.org.jfree.chart.renderer,OutlierTest.java,0,4,2,8.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\swing\CrosshairOverlayTest.java,src.test.java.org.jfree.chart.swing,CrosshairOverlayTest.java,0,3,7,8.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\CategoryItemRendererState.java,src.main.java.org.jfree.chart.renderer.category,CategoryItemRendererState.java,1,3,9,18.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\urls\StandardPieURLGeneratorTest.java,src.test.java.org.jfree.chart.urls,StandardPieURLGeneratorTest.java,0,4,9,8.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\util\ExportUtils.java,src.main.java.org.jfree.chart.util,ExportUtils.java,0,0,3,25.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\text\format\LogFormatTest.java,src.test.java.org.jfree.chart.text.format,LogFormatTest.java,0,4,4,8.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\entity\XYItemEntityTest.java,src.test.java.org.jfree.chart.entity,XYItemEntityTest.java,0,3,7,7.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xml\KeyHandler.java,src.main.java.org.jfree.data.xml,KeyHandler.java,0,3,7,12.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\time\FixedMillisecondTest.java,src.test.java.org.jfree.data.time,FixedMillisecondTest.java,0,4,5,8.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\labels\StandardXYToolTipGenerator.java,src.main.java.org.jfree.chart.labels,StandardXYToolTipGenerator.java,2,0,10,39.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\function\PowerFunction2DTest.java,src.test.java.org.jfree.data.function,PowerFunction2DTest.java,0,4,4,8.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\xy\IntervalXYDelegateTest.java,src.test.java.org.jfree.data.xy,IntervalXYDelegateTest.java,0,3,7,7.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\internal\LineUtilsTest.java,src.test.java.org.jfree.chart.internal,LineUtilsTest.java,0,2,2,10.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\function\LineFunction2DTest.java,src.test.java.org.jfree.data.function,LineFunction2DTest.java,0,4,4,8.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\axis\ModuloAxisTest.java,src.test.java.org.jfree.chart.axis,ModuloAxisTest.java,0,4,6,7.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\labels\StandardCrosshairLabelGenerator.java,src.main.java.org.jfree.chart.labels,StandardCrosshairLabelGenerator.java,0,0,5,21.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\KeyedValueComparator.java,src.main.java.org.jfree.data,KeyedValueComparator.java,0,0,6,19.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\axis\TickUnitsTest.java,src.test.java.org.jfree.chart.axis,TickUnitsTest.java,0,3,8,7.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\ComparableObjectItemTest.java,src.test.java.org.jfree.data,ComparableObjectItemTest.java,0,5,4,10.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\title\CompositeTitle.java,src.main.java.org.jfree.chart.title,CompositeTitle.java,0,4,14,20.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\axis\QuarterDateFormatTest.java,src.test.java.org.jfree.chart.axis,QuarterDateFormatTest.java,0,4,4,7.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\renderer\OutlierListCollection.java,src.main.java.org.jfree.chart.renderer,OutlierListCollection.java,0,2,3,16.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\text\TextAnchor.java,src.main.java.org.jfree.chart.text,TextAnchor.java,0,0,1,31.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\entity\PieSectionEntityTest.java,src.test.java.org.jfree.chart.entity,PieSectionEntityTest.java,0,3,7,7.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\dial\DialValueIndicatorTest.java,src.test.java.org.jfree.chart.plot.dial,DialValueIndicatorTest.java,0,4,13,7.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\xy\VectorDataItemTest.java,src.test.java.org.jfree.data.xy,VectorDataItemTest.java,0,4,5,7.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\axis\DateTickTest.java,src.test.java.org.jfree.chart.axis,DateTickTest.java,0,4,6,7.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\text\format\LogFormat.java,src.main.java.org.jfree.chart.text.format,LogFormat.java,0,1,2,38.0,8.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\compass\CompassPlotTest.java,src.test.java.org.jfree.chart.plot.compass,CompassPlotTest.java,0,3,10,9.0,7.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\OHLCDataItem.java,src.main.java.org.jfree.data.xy,OHLCDataItem.java,0,0,6,18.0,7.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\block\AbstractBlockTest.java,src.test.java.org.jfree.chart.block,AbstractBlockTest.java,0,3,7,7.0,7.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\xy\VectorTest.java,src.test.java.org.jfree.data.xy,VectorTest.java,0,4,3,7.0,7.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\block\ColorBlock.java,src.main.java.org.jfree.chart.block,ColorBlock.java,0,1,8,14.0,7.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\block\Size2D.java,src.main.java.org.jfree.chart.block,Size2D.java,0,2,2,15.0,7.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\PlotTest.java,src.test.java.org.jfree.chart.plot,PlotTest.java,0,1,7,9.0,7.0
